test_accuracy,test_score,test_average_loss,test_average_time
0.5,0.4275,0.018062859773635864,0.0003244221210479736
0.8,0.8775,0.016277606785297393,0.0003117859363555908
0.65,0.6,0.0180182620882988,0.0003186404705047607
0.5,0.4725,0.018003401160240174,0.00031815171241760253
0.5,0.5874999999999999,0.01799713373184204,0.00032271742820739747
1.0,1.0,0.0009005925618112087,0.0003245413303375244
0.6,0.5449999999999999,0.017973385751247406,0.00031433701515197753
0.5,0.53,0.01938007175922394,0.00031435489654541016
0.375,0.49500000000000005,0.01801867038011551,0.00031657814979553224
0.9,1.0,0.007267146557569504,0.0003190696239471436
0.55,0.5800000000000001,0.018454399704933167,0.00031655430793762205
0.5,0.5625,0.018004022538661957,0.00031418204307556155
0.425,0.37500000000000006,0.026034751534461976,0.00031465888023376467
0.6,0.55,0.01930241584777832,0.00031714439392089845
0.5,0.3575,0.018072476983070372,0.0003151357173919678
0.45,0.49500000000000005,0.01879749298095703,0.00031349658966064455
0.5,0.4225,0.017993462085723878,0.00031244754791259766
0.5,0.47250000000000003,0.017999294400215148,0.0003115057945251465
0.5,0.765,0.01799055188894272,0.0003127217292785645
0.475,0.67,0.017812499403953554,0.00031085610389709474
0.4,0.3275,0.018546029925346375,0.00031049251556396483
0.5,0.5025,0.018045663833618164,0.0003230810165405273
0.425,0.36749999999999994,0.01819904297590256,0.000317537784576416
0.525,0.5599999999999999,0.02002233862876892,0.00031793713569641115
0.5,0.5075000000000001,0.018012095987796784,0.00032039880752563474
0.825,0.9824999999999999,0.008900504559278488,0.0003171980381011963
0.9,0.99,0.005067079514265061,0.0003100395202636719
0.5,0.7475,0.01691494435071945,0.00031359195709228515
0.5,0.5049999999999999,0.018047209084033965,0.0003117680549621582
0.5,0.51,0.01836085170507431,0.0003120660781860352
0.5,0.4525,0.018045714497566222,0.0003126561641693115
0.5,0.5699999999999998,0.017991694808006286,0.00031876564025878906
0.45,0.5425,0.017962588369846343,0.0003144264221191406
0.5,0.5575,0.018054291605949402,0.00031782984733581544
0.5,0.5774999999999999,0.018040896952152254,0.0003132820129394531
0.5,0.435,0.018020474910736085,0.00031668543815612795
0.975,0.9724999999999999,0.005285200476646423,0.00031702518463134767
0.475,0.38,0.01844828724861145,0.0003124713897705078
0.5,0.565,0.01802293658256531,0.0003131985664367676
0.5,0.455,0.01809331774711609,0.0003169834613800049
0.675,0.8274999999999999,0.015578073263168336,0.00031703710556030273
0.55,0.5475000000000001,0.017925162613391877,0.00031111836433410643
0.675,0.655,0.017067094147205353,0.00031215548515319826
0.525,0.6525000000000001,0.018296979367733,0.00031495094299316406
0.65,0.825,0.015974196791648864,0.0003120660781860352
0.4,0.40249999999999997,0.0180621013045311,0.0003121495246887207
0.525,0.605,0.017741328477859496,0.0003337562084197998
0.975,1.0,0.001247286144644022,0.00033342838287353516
0.45,0.5425,0.01805102378129959,0.0003136277198791504
0.5,0.5775,0.018056397140026093,0.00031577348709106446
0.5,0.6024999999999999,0.018040505051612855,0.00036436915397644045
