test_accuracy,test_score,test_average_loss,test_average_time
0.5877192982456141,0.6511048863990041,0.01123794442728946,9.256496764065927e-05
0.5789473684210527,0.6809835045129163,0.01121297740099723,3.5313137790613005e-05
0.5350877192982456,0.6078431372549019,0.011873652537663778,3.275954932497259e-05
0.5701754385964912,0.6451914098972923,0.011448317452480919,3.238309893691749e-05
0.6578947368421053,0.6529723000311235,0.011385437166481688,3.368394416675233e-05
0.6403508771929824,0.6638655462184874,0.011253002965659425,3.5748147127921124e-05
0.5877192982456141,0.652349828820417,0.011290787604817172,3.22471585190087e-05
0.5964912280701754,0.6753812636165577,0.01096591405701219,4.2932075366639255e-05
0.5877192982456141,0.6539060068471834,0.011344427602332934,3.5810888859263636e-05
0.6578947368421053,0.6725801431683786,0.011400487862135234,3.689213802939967e-05
0.5877192982456141,0.5652038593215063,0.012960097768850494,6.376651295444422e-05
0.543859649122807,0.6339869281045751,0.012002118323978624,6.184452458431846e-05
0.5350877192982456,0.5378151260504201,0.015208298699897631,5.7571812679893095e-05
0.5877192982456141,0.5764083411142235,0.012235014062178763,6.896361970064933e-05
0.5175438596491229,0.5596016184251479,0.012662110098621301,6.555046951561643e-05
0.543859649122807,0.5941487706193589,0.012066271221428587,7.616427906772547e-05
0.5175438596491229,0.5452847805788982,0.013325290721759461,6.657315973649945e-05
0.5087719298245614,0.5807656395891689,0.013163887617880838,6.279401611863522e-05
0.5614035087719298,0.5365701836290072,0.012805813760088202,6.0405647545530084e-05
0.5614035087719298,0.5664488017429193,0.012577720378574572,6.011494419030976e-05
0.5789473684210527,0.6442577030812325,0.011484077102259585,0.00015338052783096047
0.6052631578947368,0.5941487706193588,0.011913718361603586,0.000154482690911544
0.5526315789473685,0.5888577653283537,0.012430896361668905,0.00015380717160408958
0.5701754385964912,0.519140989729225,0.012366849079466703,0.00015463536245781078
0.5526315789473685,0.6249610955493308,0.012090159089941727,0.00016506512959798178
0.5526315789473685,0.6280734516028634,0.011946160019489756,0.0001571178436279297
0.49122807017543857,0.5555555555555556,0.01298403164796662,0.00016018591429057874
0.5526315789473685,0.6330532212885154,0.01193687633464211,0.0001598617486786424
0.5964912280701754,0.6458138811079988,0.011517667456677086,0.00017143550672029195
0.5526315789473685,0.6364768129474012,0.011850810887520774,0.00015994749571147717
0.6052631578947368,0.6507936507936507,0.011426551823030439,4.733027073374966e-05
0.543859649122807,0.6125116713352007,0.011698861916859945,6.112090328283477e-05
0.543859649122807,0.5922813569872394,0.017467424012067027,4.94132962143212e-05
0.543859649122807,0.5552443199502023,0.013475442664665088,4.8093628465083606e-05
0.6140350877192983,0.6872082166199813,0.011307495205025924,4.810199402926261e-05
0.543859649122807,0.6093993152816682,0.014760454495747885,7.583593067369963e-05
0.6052631578947368,0.668222844693433,0.011454276348415175,8.270615025570518e-05
0.6578947368421053,0.6803610333022098,0.011273535720089026,4.974373599939179e-05
0.6140350877192983,0.6280734516028633,0.011498459075626574,4.913514120536938e-05
0.6228070175438597,0.6968565203859322,0.011317578846948189,4.9381925348649946e-05
0.6283185840707964,0.6922833649588868,0.011324185713202553,3.329420511701466e-05
0.5486725663716814,0.6296647691334598,0.012059901140432441,3.5017992542908255e-05
0.6017699115044248,0.7185325743200506,0.011148641594743307,3.6708021585920214e-05
0.6106194690265486,0.7333965844402277,0.011335798069439103,7.032082144138032e-05
0.5486725663716814,0.5436432637571157,0.012210570605455247,3.6313470485991085e-05
0.5486725663716814,0.6445287792536369,0.012013591496290358,3.68725937024682e-05
0.6017699115044248,0.6628716002530045,0.011586744173438149,6.196773157710522e-05
0.6017699115044248,0.6638203668564199,0.011518275315782665,3.607927170474972e-05
0.6017699115044248,0.6695129664769133,0.011140945738395759,4.154180003478464e-05
0.584070796460177,0.7432005060088551,0.011331274446132964,3.7684904790557595e-05
